index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
578,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,7696,as donald trump prepares to return to the white house politicians legal observers and even sitting federal judges are expressing alarm about his stated intention to pardon or offer commutations to sup...,disagree_mixed
579,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5066,after a hardfought fifth test victory over india to clinch the bordergavaskar trophy with a 31 margin the postseries press conference with pat cummins wearing a weary grin under a pink brim began with...,disagree_mixed
581,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,5761,whether theyre on skis or a sunlounger there is no beach mountain or fireside that can spare lawyers from the urgent calls of zealous dealmaking executives and private equity bosses after a breathless...,disagree_mixed
584,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5429,how do you prepare to scale everest three years after reaching the summit you are a different person your guide may have changed your equipment may be different and the route may be weathered more haz...,disagree_mixed
586,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,4810,there was a time when the first weekend of the new year meant immersion in what we kindly describe as rugby for the purists the dark days between christmas and spring are not easy for anyone but they ...,disagree_mixed
588,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3646,south korean anticorruption officials attempting to arrest the countrys suspended president yoon suk yeol must know by now what he meant by his repeated vows to fight to the end in the month since his...,disagree_mixed
589,Analytical,Analytical,News,Analytical,True,False,True,False,False,False,4075,as investigators attempted to arrest president yoon suk yeol on friday morning his supporters gathered outside the presidential residence waving two national flags the south korean taegukgi alongside ...,disagree_mixed
591,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,5315,never forget where youre coming from on the august 2021 night brentford made their bow as a premier league team mikel arteta received valuable indelible lessons on defending and attacking set pieces m...,disagree_mixed
593,Analytical,Editorial,Analytical,Editorial,False,True,False,False,False,False,3473,the inability of millions of patients to access an nhs dentist is one of the longestrunning injustices in the history of the health service the misery and the harm it causes is profound and well docum...,disagree_mixed
594,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,4996,it was the spring of 2014 and i was at the mandarin oriental hotel in washington to interview jimmy carter the former president had just published a new book on womens rights and was keen to make his ...,disagree_mixed
598,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,4572,early in mike bartletts 2022 stage play the 47th the funeral of former us president jimmy carter is held at washington national cathedral joe biden barack obama george w bush and bill clinton are all ...,disagree_mixed
600,Analytical,Feature,Editorial,Feature,False,False,False,False,False,True,5760,the end of the year is a time for pausing reflection and exhaustion but before throwing ourselves into 2025 its worth sifting through the remnants of 2024 to see who in the business world has done som...,all_wrong
601,Analytical,Feature,Review,Feature,False,False,False,False,False,True,5094,it is just over a year since nuno esprito santo arrived at the city ground with the task of turning the ship around the portuguese found nottingham forest in a battle for survival sitting one place ab...,all_wrong
602,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,4851,in the north london mist arsenal came no closer to stumbling upon a temporary heir to their starboy this was ultimately an exercise in doing the necessary making sure realistic hope of a title challen...,disagree_mixed
603,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5379,against leicester on boxing day virgil van dijk took to 50 the number of successive league games he has played every minute of this alone does not explain why the dutchman is such an effective leader ...,disagree_mixed
604,Analytical,Analytical,News,Feature,True,False,False,False,False,False,5304,the next front in the us abortion wars may be what people are allowed to say about it more than two years after the us supreme court overturned roe v wade in the case dobbs v jackson womens health org...,disagree_mixed
605,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3733,for the fourth time this month south koreas parliament has become the arena for a rancorous battle for the countrys political future safeguarding the hardwon rights and freedoms south koreans have enj...,disagree_mixed
